fips_n	geoid	countyname	religion	civic	charitable	fraternal	union	bridging	voteage	local	state	federal	politicalacts	linking	ethnic	ethnichpn	education	incomeequal	employ	genderincome	language	commu	nonelder	bonding	socialcap
10003	"0500000US10003"	"New Castle County, Delaware"	0.02607471	0.10866666	0.47091413	0.26208177	0.54567903	0.28268325	0.5250972	0.0821763	0.13572581	0.07788562	0.5428157	0.27274013	0.37897056	0.7014812	0.6364562	0.46575344	0.57900804	0.06978583	0.8534756	0.93324864	0.99995637	0.6242373	1.1796607
10005	"0500000US10005"	"Sussex County, Delaware"	0.066732876	0.08693332	0.11495845	0.10037175	0.26419753	0.12663879	0.5858911	0.09865325	0.16121109	0.05178757	0.3149492	0.24249846	0.5357585	0.7088547	0.5315682	0.4954338	0.47750866	0.07255942	0.9003864	0.91841424	0.99980074	0.6266983	0.99583554
11001	"0500000US11001"	"District of Columbia, District of Columbia"	0.044134054	0.10866666	0.40581718	0.21375465	0.4	0.23447451	0.57861066	0.13039602	0.04856169	0.7063039	0.6298984	0.41875413	0.24768388	0.67968744	0.6130346	0.25114155	0.5213379	0.012775302	0.8477236	0.87213796	0.99996185	0.56060934	1.213838
12001	"0500000US12001"	"Alachua County, Florida"	0.05952625	0.10323332	0.46537396	0.26208177	0.3234568	0.24273442	0.60942423	0.16706811	0.35581148	0.09620978	0.6995646	0.38561565	0.40286815	0.7050598	0.72199595	0.29452056	0.5121107	0.012471199	0.85861427	0.7636114	0.9999183	0.5856856	1.2140356
12003	"0500000US12003"	"Baker County, Florida"	0.06738507	0.048899993	0.15927978	0.21189591	0.24938272	0.1473687	0.558716	0.1925357	0.24420255	0.066039346	0.16981132	0.24626099	0.6357579	0.91437614	0.45010185	0.4931507	0.4463668	0.046976328	0.9763271	0.885373	0.9992169	0.64973855	1.0433682
12005	"0500000US12005"	"Bay County, Florida"	0.059015673	0.09779999	0.36565098	0.27695167	0.34814814	0.22951329	0.5892219	0.18262136	0.08593484	0.22195753	0.3555878	0.2870647	0.6016036	0.8276395	0.68533605	0.5228311	0.5074971	0.065404534	0.91966915	0.90212786	0.99984086	0.6702166	1.1867946
12007	"0500000US12007"	"Bradford County, Florida"	0.111649066	0.048899993	0.22160664	0.21375465	0.27901235	0.17498454	0.6370349	0.20276488	0.32817575	0.15003195	0.19158201	0.3019179	0.5114627	0.863768	0.51221997	0.51369864	0.32987314	0.032966614	0.96824694	0.875164	0.99909127	0.62294346	1.0998459
12009	"0500000US12009"	"Brevard County, Florida"	0.025701044	0.10866666	0.4695291	0.37918216	0.38518518	0.27365282	0.6141516	0.16904168	0.044151854	0.16777617	0.38026124	0.2750765	0.6255658	0.7201035	0.6629328	0.46347034	0.449827	0.10177684	0.89786947	0.91195536	0.9999342	0.6481595	1.1968888
12011	"0500000US12011"	"Broward County, Florida"	0.01340009	0.10866666	0.43767312	0.26951674	0.39753085	0.2453575	0.3952495	0.18558133	0.033937868	0.069068365	0.37880987	0.21252938	0.3186922	0.27107853	0.6099796	0.4018265	0.5397924	0.09318274	0.6191133	0.90253496	0.99998486	0.52846503	0.9863519
12013	"0500000US12013"	"Calhoun County, Florida"	0.15596099	0.02173333	0.18421052	0.1598513	0.25925925	0.15620308	0.5966508	0.23628975	0.29931673	0.08875376	0.17271408	0.27874503	0.5825614	0.81466544	0.4124236	0.46575344	0.28950405	0.33298916	0.9333193	0.92533827	0.9979156	0.6393856	1.0743337
12015	"0500000US12015"	"Charlotte County, Florida"	0.020686807	0.081499994	0.599723	0.49256507	0.28641975	0.2961789	0.69935966	0.19656563	0.049330637	0.05323451	0.5283019	0.30535847	0.7621388	0.79212594	0.65784115	0.48630136	0.2802768	0.079974234	0.9033248	0.9126436	0.9996396	0.65269625	1.2542336
12017	"0500000US12017"	"Citrus County, Florida"	0.041033328	0.081499994	0.5803324	0.5334572	0.2765432	0.30257323	0.70640314	0.22064485	0.057484362	0.040882826	0.52975327	0.3110337	0.8317045	0.83224124	0.56619143	0.48173517	0.23644753	0.03987193	0.9319655	0.88776	0.9996092	0.6452807	1.2588876
12019	"0500000US12019"	"Clay County, Florida"	0.028240733	0.09779999	0.3836565	0.2732342	0.3728395	0.23115419	0.52056634	0.19406708	0.058566444	0.23442231	0.33671987	0.26886842	0.6124228	0.73278105	0.67209774	0.5890411	0.5374856	0.03780371	0.9029625	0.9263705	0.9998772	0.66787136	1.167894
12021	"0500000US12021"	"Collier County, Florida"	0.017688353	0.09779999	0.57479227	0.41449815	0.2888889	0.27873352	0.43017876	0.13554244	0.025799308	0.036155768	0.52975327	0.2314859	0.6632664	0.2468018	0.52138495	0.28082192	0.44059977	0.039001524	0.6809509	0.92473936	0.9998605	0.53304744	1.0432669
12023	"0500000US12023"	"Columbia County, Florida"	0.10048646	0.05433333	0.24238227	0.26022306	0.2617284	0.18383071	0.59642285	0.18911618	0.1794222	0.124352284	0.22206096	0.2622749	0.52478975	0.8200949	0.57331973	0.48630136	0.33679354	0.066120446	0.93964654	0.80221754	0.99957526	0.6165399	1.0626454
12027	"0500000US12027"	"DeSoto County, Florida"	0.09002863	0.05976666	0.27839336	0.27137548	0.30123457	0.20015974	0.37977982	0.1964137	0.12540843	0.013337191	0.2467344	0.19233471	0.49357843	0.17521107	0.1934827	0.5091324	0.35178775	0.10539079	0.70345926	0.87197584	0.99908173	0.48923331	0.88172776
12029	"0500000US12029"	"Dixie County, Florida"	0.09518681	0.0054333326	0.3767313	0.36988848	0.26666668	0.22278132	0.6571787	0.29745248	0.2619969	0.030858276	0.35849056	0.3211954	0.81778264	0.9220551	0.5183299	0.53652966	0.26297578	0.030831695	0.96132654	0.835655	0.9977619	0.6536943	1.1976709
12031	"0500000US12031"	"Duval County, Florida"	0.045010816	0.10866666	0.3739612	0.25092936	0.39753085	0.23521978	0.53641015	0.1288788	0.056599665	0.14814322	0.37880987	0.24976835	0.30896062	0.7380405	0.66496944	0.44520545	0.5363322	0.05162388	0.86834	0.8329541	0.9999754	0.6051557	1.0901438
12033	"0500000US12033"	"Escambia County, Florida"	0.0599233	0.10866666	0.36842105	0.29553902	0.3037037	0.22725074	0.5947154	0.1642498	0.07594634	0.214301	0.40928882	0.29170027	0.39672756	0.8283722	0.700611	0.43150687	0.4152249	0.057694376	0.91468996	0.819013	0.99991006	0.61819446	1.1371455
12035	"0500000US12035"	"Flagler County, Florida"	0.023459796	0.081499994	0.44875348	0.32527882	0.39012346	0.2538231	0.59636533	0.2320314	0.047592036	0.050771836	0.39332366	0.26401687	0.6146619	0.6955155	0.67413443	0.5068493	0.37600923	0.027917147	0.8441426	0.93906885	0.9995262	0.63086945	1.1487094
12037	"0500000US12037"	"Franklin County, Florida"	0.18008809	0.06519999	0.1731302	0.19144982	0.35555556	0.19308473	0.68313015	0.2406299	0.23821656	0.044016615	0.16545719	0.27429008	0.662264	0.7914325	0.45112014	0.3812785	0.37139562	0.027321994	0.92808974	0.8199644	0.9971379	0.6033339	1.0707088
12039	"0500000US12039"	"Gadsden County, Florida"	0.15380068	0.06519999	0.43213296	0.33643124	0.40493828	0.27850062	0.524484	0.23134439	0.4118563	0.10973318	0.32365748	0.32021508	0.283978	0.67160094	0.43380857	0.42465752	0.32064593	0.0076150894	0.9063144	0.75446045	0.99944437	0.5336139	1.1323296
12041	"0500000US12041"	"Gilchrist County, Florida"	0.10875068	0.02173333	0.11357341	0.1598513	0.45925927	0.1726336	0.60493284	0.2193604	0.17037724	0.039449744	0.11756168	0.23033638	0.79085565	0.8324112	0.50610995	0.47945207	0.34256056	0.04561037	0.9645202	0.7956226	0.99822086	0.6394848	1.0424548
12043	"0500000US12043"	"Glades County, Florida"	0.043906383	0.02173333	0.4695291	0.34200743	0.3654321	0.24852167	0.49053088	0.4148978	0.06951166	0.031572375	0.36574745	0.27445203	0.57683474	0.36830187	0.3411405	0.5022831	0.34256056	0.23944199	0.76491225	0.90852964	0.9969427	0.56010526	1.083079
12045	"0500000US12045"	"Gulf County, Florida"	0.16463679	0.06519999	0.57894737	0.25650558	0.39012346	0.29108265	0.6814822	0.21352763	0.19696157	0.14750423	0.73004353	0.39390382	0.5306848	0.8469004	0.37576377	0.51598173	0.3252595	0.08442074	0.9443971	0.9292738	0.99805325	0.61674833	1.3017348
12047	"0500000US12047"	"Hamilton County, Florida"	0.16870478	0.05433333	0.43213296	0.30855018	0.4814815	0.28904054	0.6069348	0.24986805	0.20856102	0.017247474	0.29608127	0.2757385	0.3420474	0.7050692	0.26374745	0.3561644	0.19261822	0.2188608	0.91458017	0.8399091	0.998306	0.5368114	1.1015904
12049	"0500000US12049"	"Hardee County, Florida"	0.12366201	0.05976666	0.09695291	0.078066915	0.22222222	0.116134144	0.26147988	0.18684117	0.07329943	0.008032685	0.07256894	0.120444424	0.6103033	0.030001283	0.24847251	0.54109585	0.37831604	4.7814846E-4	0.5804937	0.86273926	0.99912524	0.47233614	0.7089147
12051	"0500000US12051"	"Hendry County, Florida"	0.08062692	0.08693332	0.5470914	0.2639405	0.5604938	0.3078172	0.24641654	0.2663458	0.073320284	0.044732224	0.54426706	0.23501638	0.35079825	0.0020970106	0.3940937	0.5091324	0.37600923	0.029714048	0.56604165	0.8174164	0.9994743	0.44941968	0.99225324
12053	"0500000US12053"	"Hernando County, Florida"	0.020737456	0.10323332	0.21468145	0.1598513	0.19506173	0.13871305	0.62900823	0.18552017	0.061036218	0.079711884	0.20029028	0.23111336	0.7638138	0.65006495	0.6252546	0.51369864	0.30449826	0.048370898	0.8854753	0.93799657	0.9997374	0.6365456	1.006372
12055	"0500000US12055"	"Highlands County, Florida"	0.072489396	0.08693332	0.43767312	0.2527881	0.3802469	0.24602617	0.60015863	0.1936251	0.085086405	0.03673043	0.40638608	0.26439732	0.64863324	0.45210963	0.47352344	0.5296804	0.28835064	0.029065728	0.81346387	0.8894724	0.9994559	0.56930614	1.0797297
12057	"0500000US12057"	"Hillsborough County, Florida"	0.02980364	0.10866666	0.46121883	0.2881041	0.5703704	0.2916327	0.4710629	0.15774018	0.053002574	0.09665145	0.41509435	0.23871028	0.44819558	0.27328783	0.6262729	0.4063927	0.5432526	0.048239887	0.7352802	0.8455697	0.9999815	0.5473859	1.0777289
12059	"0500000US12059"	"Holmes County, Florida"	0.22468033	0.03803333	0.17174515	0.13754646	0.17283951	0.14896896	0.62805367	0.25829178	0.1863354	0.04422016	0.22351234	0.26808268	0.77477336	0.90531516	0.37983704	0.5251142	0.3160323	0.19355303	0.9531607	0.8228503	0.9983853	0.6521135	1.0691651
12061	"0500000US12061"	"Indian River County, Florida"	0.03522147	0.09779999	0.3102493	0.302974	0.3530864	0.21986623	0.59511346	0.16654506	0.038306635	0.04889794	0.4179971	0.25337204	0.6953889	0.6232926	0.5875764	0.3059361	0.3690888	0.032250404	0.8515354	0.89322424	0.99965984	0.5953281	1.0685663
12063	"0500000US12063"	"Jackson County, Florida"	0.18431833	0.06519999	0.2631579	0.27695167	0.32098764	0.22212312	0.6425276	0.2464689	0.38550463	0.13468736	0.24238026	0.33031374	0.40650934	0.84232885	0.55906314	0.4931507	0.30680507	5.737543E-4	0.94880205	0.819396	0.9994206	0.59733886	1.1497757
12065	"0500000US12065"	"Jefferson County, Florida"	0.2241213	0.03803333	0.16620499	0.15427509	0.17283951	0.15109484	0.66375273	0.2213913	0.27058208	0.040419437	0.20754717	0.28073853	0.3398254	0.8760075	0.5366599	0.49086756	0.34256056	0.06737673	0.93205106	0.87259597	0.9977582	0.6061892	1.0380225
12067	"0500000US12067"	"Lafayette County, Florida"	0.13569103	0.02173333	0.09833795	0.18959108	0.45185184	0.17944105	0.5289078	0.110215984	0.31033444	0.034835733	0.25108853	0.2470765	0.68547404	0.68578446	0.3727088	0.6050228	0.41637832	0.16872776	0.9084249	0.8882888	0.9970251	0.6364261	1.0629437
12069	"0500000US12069"	"Lake County, Florida"	0.04967877	0.09236666	0.4238227	0.39591077	0.34567901	0.2614916	0.5933129	0.19595641	0.03885861	0.059461117	0.45863572	0.26924497	0.61111623	0.5974187	0.59063137	0.48858446	0.42214534	0.06820381	0.877309	0.92778975	0.99985504	0.6203393	1.1510758
12071	"0500000US12071"	"Lee County, Florida"	0.020767821	0.10866666	0.5207756	0.37732342	0.2765432	0.26081535	0.52887684	0.17701498	0.04914318	0.052654605	0.33091438	0.2277208	0.6295637	0.4198562	0.59572303	0.39726025	0.4152249	0.05769688	0.7811706	0.92011684	0.999933	0.5796161	1.0681523
12073	"0500000US12073"	"Leon County, Florida"	0.042845365	0.10866666	0.45290858	0.21561338	0.3160494	0.22721668	0.6171358	0.16920264	0.4598431	0.053142935	0.26269957	0.3124048	0.3380776	0.7999722	0.7443992	0.3584475	0.5432526	2.3406744E-4	0.9077789	0.8317653	0.99993217	0.61376214	1.1533836
12075	"0500000US12075"	"Levy County, Florida"	0.114026226	0.05976666	0.34903046	0.34758365	0.33580247	0.24124189	0.60419106	0.18539564	0.13441484	0.056977566	0.38171262	0.27253833	0.67512846	0.74420726	0.55397147	0.46575344	0.3656286	0.093414664	0.9318178	0.8797224	0.9991065	0.63430566	1.1480858
12077	"0500000US12077"	"Liberty County, Florida"	0.15452768	0.03803333	0.14404432	0.17286246	0.31358024	0.16460961	0.67223877	0.28309706	0.26710743	0.15683962	0.4528302	0.36642262	0.67428243	0.7993182	0.54480654	0.44063926	0.23529412	0.014705837	0.944409	0.85630876	0.9979225	0.6119652	1.1429974
12079	"0500000US12079"	"Madison County, Florida"	0.18035457	0.02173333	0.13434903	0.15427509	0.39753085	0.17764857	0.601285	0.19874515	0.18958612	0.10113604	0.13207547	0.24456555	0.29741257	0.832916	0.45723015	0.5251142	0.38292962	0.021166205	0.9336817	0.84579724	0.9985258	0.58830816	1.0105222
12081	"0500000US12081"	"Manatee County, Florida"	0.025252016	0.09779999	0.5290859	0.4070632	0.3580247	0.28344515	0.53888094	0.19038261	0.040624794	0.059626993	0.32510886	0.23092484	0.61698794	0.51972574	0.55906314	0.42465752	0.43367937	0.07158464	0.8326978	0.8953362	0.999873	0.59484506	1.109215
12083	"0500000US12083"	"Marion County, Florida"	0.050515506	0.09779999	0.3836565	0.38475835	0.30864197	0.24507447	0.620374	0.18990363	0.06588131	0.05715713	0.12917271	0.21249776	0.5896463	0.633391	0.59979635	0.46118724	0.3287197	0.06770396	0.8790868	0.90523416	0.999864	0.6071811	1.0647533
12085	"0500000US12085"	"Martin County, Florida"	0.028480459	0.09779999	0.60387814	0.42007434	0.34814814	0.2996762	0.614735	0.17630382	0.039478697	0.044631083	0.1640058	0.20783088	0.721169	0.5996845	0.58350307	0.30365294	0.39792386	0.04249233	0.8538892	0.905982	0.9996758	0.60088587	1.108393
12086	"0500000US12086"	"Miami-Dade County, Florida"	0.011976497	0.10866666	0.35872576	0.15799257	0.36790124	0.20105255	0.24189119	0.16714683	0.036775388	0.06633725	0.51233673	0.20489748	0.4455908	0.07856834	0.56109977	0.32420093	0.49942333	0.15333897	0.25064504	0.8412161	0.9999895	0.46156365	0.86751366
12087	"0500000US12087"	"Monroe County, Florida"	0.051216464	0.09779999	0.60249305	0.32342008	0.43950617	0.30288714	0.6001134	0.16716042	0.06779126	0.16567011	0.29027575	0.2582022	0.7558898	0.36955446	0.5682281	0.31963468	0.57324106	0.009767532	0.7663783	0.80526155	0.9995507	0.5741674	1.1352568
12089	"0500000US12089"	"Nassau County, Florida"	0.071065746	0.09236666	0.37950137	0.3457249	0.34814814	0.24736136	0.6118948	0.18136276	0.0777469	0.1140285	0.5152395	0.3000545	0.75864416	0.880692	0.62729126	0.4931507	0.49019605	0.20190483	0.9555273	0.921784	0.99957484	0.7031961	1.250612
12091	"0500000US12091"	"Okaloosa County, Florida"	0.060021035	0.09236666	0.32548475	0.30669144	0.28395063	0.2137029	0.57089466	0.14041798	0.05102509	0.4273696	0.16835994	0.27161345	0.5891671	0.75884926	0.7209776	0.49086756	0.5098039	0.092469335	0.907167	0.8344567	0.9998617	0.6559578	1.1412742
12093	"0500000US12093"	"Okeechobee County, Florida"	0.0671975	0.07063332	0.42520776	0.267658	0.37037036	0.2402134	0.43977982	0.21676183	0.117462315	0.06386035	0.18287373	0.2041476	0.65199465	0.2935024	0.44093686	0.39726025	0.38523644	0.019839466	0.7620087	0.8895257	0.99923515	0.53772664	0.9820876
12095	"0500000US12095"	"Orange County, Florida"	0.022543803	0.10866666	0.565097	0.25092936	0.43209878	0.2758671	0.44113994	0.13718824	0.039102465	0.06381226	0.40203193	0.21665497	0.29523754	0.23458833	0.6405295	0.43150687	0.56747407	0.045470595	0.66066307	0.81944245	0.9999833	0.5216551	1.0141772
12097	"0500000US12097"	"Osceola County, Florida"	0.026054224	0.09236666	0.23407203	0.22862454	0.51358026	0.21893954	0.39214894	0.1693134	0.033673733	0.046719935	0.38026124	0.20442346	0.43643963	0.01694268	0.62118125	0.55707765	0.5224914	0.055255055	0.5361982	0.83869153	0.9999169	0.50935495	0.9327179
12099	"0500000US12099"	"Palm Beach County, Florida"	0.012819406	0.10866666	0.31855956	0.25464684	0.34814814	0.20856813	0.4736451	0.16400187	0.04039572	0.057757415	0.44702467	0.23656495	0.46105385	0.4102437	0.5712831	0.31963468	0.46597463	0.070690036	0.72005004	0.91257465	0.99997157	0.5479418	0.9930749
12101	"0500000US12101"	"Pasco County, Florida"	0.012850202	0.09779999	0.37534627	0.20260224	0.54320985	0.2463617	0.58449423	0.19431508	0.04561918	0.070612945	0.1509434	0.20919697	0.7583519	0.61426735	0.6099796	0.4931507	0.4106113	0.052072346	0.8630133	0.89233714	0.99991816	0.63263357	1.0881922
12103	"0500000US12103"	"Pinellas County, Florida"	0.019244831	0.10866666	0.4099723	0.302974	0.39012346	0.24619626	0.6172989	0.15682065	0.037940722	0.07480993	0.7590711	0.32918826	0.62372357	0.72569	0.65478617	0.41324198	0.48212227	0.034763932	0.8662945	0.8879208	0.99995875	0.63205576	1.2074403
12105	"0500000US12105"	"Polk County, Florida"	0.052286506	0.10866666	0.44875348	0.30111524	0.42962962	0.2680903	0.5052691	0.20015918	0.04640422	0.035714995	0.3497823	0.22746596	0.50434506	0.44689465	0.5549898	0.48630136	0.44059977	0.08436859	0.81044525	0.8553831	0.99994576	0.5759193	1.0714755
12107	"0500000US12107"	"Putnam County, Florida"	0.104308784	0.07606666	0.34210527	0.44237918	0.4271605	0.2784041	0.56155217	0.22922051	0.12859799	0.043293856	0.3425254	0.26103798	0.53839517	0.6896895	0.50814664	0.44520545	0.32641295	0.094990134	0.9097693	0.85891783	0.99955153	0.5967865	1.1362286
12109	"0500000US12109"	"St. Johns County, Florida"	0.021517357	0.09779999	0.25069252	0.33271375	0.44938272	0.23042126	0.5756319	0.15314136	0.059069637	0.08274214	0.17271408	0.20865983	0.74449384	0.81467426	0.65478617	0.37214613	0.5374856	0.06709993	0.9163808	0.94825566	0.9998387	0.67279565	1.1118767
12111	"0500000US12111"	"St. Lucie County, Florida"	0.026059527	0.07606666	0.17174515	0.1802974	0.27407408	0.14564857	0.5006779	0.20060387	0.06074703	0.047985442	0.42235124	0.24647309	0.45155495	0.46978617	0.57026476	0.49086756	0.38985008	0.03864765	0.7922232	0.9128937	0.9998697	0.5684398	0.96056145
12113	"0500000US12113"	"Santa Rosa County, Florida"	0.04549559	0.08693332	0.5055402	0.3141264	0.54814816	0.30004874	0.56436056	0.17444389	0.06696449	0.20628583	0.33381712	0.26917437	0.7162366	0.84273267	0.65580446	0.55251145	0.46251443	0.064273894	0.92694986	0.8803609	0.99983805	0.6779136	1.2471367
12115	"0500000US12115"	"Sarasota County, Florida"	0.026263602	0.10866666	0.5290859	0.20260224	0.7234568	0.31801504	0.64906085	0.17039652	0.031176273	0.036823764	0.38316402	0.25412428	0.7817946	0.72662663	0.62729126	0.36986303	0.37946942	0.043473363	0.8709022	0.9140598	0.9998615	0.63481575	1.2069551
12117	"0500000US12117"	"Seminole County, Florida"	0.018891444	0.10866666	0.13296399	0.1598513	0.33580247	0.15123516	0.53386456	0.1454538	0.04673752	0.062358018	0.2670537	0.21109352	0.5408662	0.4573151	0.68329936	0.46118724	0.5859285	0.04947728	0.81088173	0.920832	0.99994594	0.6121926	0.9745213
12119	"0500000US12119"	"Sumter County, Florida"	0.04764373	0.08693332	0.27146813	0.26022306	0.28395063	0.19004378	0.79360616	0.234232	0.08049565	0.07168861	0.26269957	0.2885444	0.68203306	0.7628638	0.4857434	0.53424656	0.118800454	0.054871857	0.90886694	0.9096946	0.99915594	0.60625297	1.0848411
12121	"0500000US12121"	"Suwannee County, Florida"	0.14865479	0.05976666	0.55263156	0.2007435	0.6320988	0.31877905	0.5629912	0.16478789	0.13928661	0.048822124	0.29317853	0.24181327	0.6332905	0.7027113	0.4562118	0.47031963	0.4083045	0.0067839622	0.92950064	0.9216621	0.9991895	0.6142193	1.1748116
12123	"0500000US12123"	"Taylor County, Florida"	0.17848434	0.048899993	0.466759	0.35315984	0.2765432	0.2647693	0.64399046	0.1899709	0.20338203	0.11144762	0.20754717	0.27126762	0.49937886	0.90924877	0.42260695	0.46803653	0.34371397	0.121839345	0.9560861	0.95466596	0.99866325	0.6304711	1.166508
12125	"0500000US12125"	"Union County, Florida"	0.07390382	0.02173333	0.38919666	0.2788104	0.39012346	0.23075354	0.6134278	0.23679556	0.34202546	0.06930918	0.26124817	0.30456123	0.48248637	0.8332867	0.4490835	0.5456621	0.29181084	0.15518421	0.90889734	0.87747866	0.9986833	0.61584145	1.1511562
12127	"0500000US12127"	"Volusia County, Florida"	0.032876275	0.09779999	0.31578946	0.4070632	0.41728395	0.25416258	0.6279944	0.18571664	0.05431719	0.053269718	0.33091438	0.25044248	0.6118857	0.61984855	0.6863544	0.44292235	0.44059977	0.060991704	0.8681097	0.89836323	0.9999253	0.62544453	1.1300496
12129	"0500000US12129"	"Wakulla County, Florida"	0.074900545	0.06519999	0.2132964	0.2639405	0.28395063	0.18025762	0.61143416	0.26345906	0.3356364	0.10467651	0.18867925	0.30077708	0.626454	0.87951267	0.51221997	0.6004566	0.49250287	0.12583315	0.96221495	0.93940294	0.9992408	0.681982	1.1630167
12131	"0500000US12131"	"Walton County, Florida"	0.13018908	0.07063332	0.39058173	0.3345725	0.44444445	0.2740842	0.6120734	0.2111755	0.062785685	0.12430018	0.44992742	0.29205245	0.6951653	0.82254803	0.54887986	0.36986303	0.4544406	0.02351141	0.92667896	0.8276398	0.999431	0.6297953	1.1959319
12133	"0500000US12133"	"Washington County, Florida"	0.14712808	0.05976666	0.39473686	0.2527881	0.41234568	0.25335306	0.6178282	0.27364796	0.19682403	0.0753706	0.28882438	0.29049903	0.5778341	0.88293755	0.4154786	0.4589041	0.36678204	0.05542147	0.9416113	0.89598805	0.99880934	0.62152964	1.1653817
13001	"0500000US13001"	"Appling County, Georgia"	0.22409584	0.05433333	0.1731302	0.18401487	0.31111112	0.18933707	0.51169556	0.16966473	0.100712106	0.03853047	0.1640058	0.19692174	0.41941065	0.7016958	0.49694502	0.5091324	0.5340254	0.3638658	0.8984488	0.7863262	0.9985147	0.63426274	1.0205215
13003	"0500000US13003"	"Atkinson County, Georgia"	0.18069823	0.0054333326	0.10941828	0.16728625	0.2074074	0.1340487	0.34813577	0.1934185	0.08620155	0.037087344	0.1161103	0.1561907	0.3860818	0.30427057	0.3564155	0.4520548	0.4394464	0.32637012	0.813937	0.63942885	0.99752116	0.52394736	0.81418675
13005	"0500000US13005"	"Bacon County, Georgia"	0.20196246	0.032599997	0.18421052	0.20817845	0.25432098	0.17625448	0.508565	0.26574424	0.15179892	0.080563076	0.19013062	0.23936038	0.5186266	0.777014	0.2718941	0.42237443	0.41637832	0.090919495	0.937603	0.76131606	0.99761826	0.5770827	0.99269754
13007	"0500000US13007"	"Baker County, Georgia"	0.28980458	0.02173333	0.16620499	0.12639405	0.2962963	0.18008664	0.45459828	0.1282001	0.113584034	0.076494426	0.15965167	0.1865057	0.3585201	1.0	0.48472506	0.3059361	0.42906573	0.3253799	0.9967558	0.5866961	0.9928559	0.60888165	0.975474
13009	"0500000US13009"	"Baldwin County, Georgia"	0.06142032	0.07606666	0.26454294	0.20260224	0.25185186	0.1712968	0.63740486	0.16955985	0.3126219	0.068207026	0.40493467	0.31854567	0.32683736	0.92103505	0.5875764	0.42922372	0.38177624	0.008189917	0.9538415	0.7905469	0.9995246	0.5998391	1.0896816
13011	"0500000US13011"	"Banks County, Georgia"	0.08972359	0.02173333	0.12465374	0.25464684	0.20246914	0.13864532	0.52774537	0.19779676	0.042704627	0.046618436	0.14223513	0.19142006	0.81870717	0.7901453	0.47861505	0.47488582	0.4982699	0.38257068	0.94628316	0.8240259	0.9986046	0.6902342	1.0202996
13013	"0500000US13013"	"Barrow County, Georgia"	0.04922596	0.06519999	0.2534626	0.2267658	0.35555556	0.19004199	0.46528107	0.21253699	0.054174274	0.045791328	0.26124817	0.20780636	0.5616461	0.7045225	0.5641548	0.56392694	0.5201846	0.1613	0.8885773	0.8363842	0.9997114	0.64448977	1.0423381
13015	"0500000US13015"	"Bartow County, Georgia"	0.058575258	0.07063332	0.22714682	0.23977695	0.32098764	0.183424	0.49653965	0.22058052	0.063861	0.06634764	0.23512337	0.21649043	0.5903009	0.7345451	0.49083507	0.4931507	0.5363322	0.21224368	0.9254957	0.8936687	0.9997879	0.6529289	1.0528433
13017	"0500000US13017"	"Ben Hill County, Georgia"	0.13668962	0.048899993	0.23268698	0.20817845	0.31851852	0.1889947	0.5426852	0.256721	0.1649649	0.12148945	0.233672	0.2639065	0.31451583	0.7807735	0.5437882	0.4086758	0.30795845	0.15290552	0.93310857	0.6399446	0.99847174	0.5644603	1.0173615
13019	"0500000US13019"	"Berrien County, Georgia"	0.09945316	0.03803333	0.1232687	0.17843866	0.25925925	0.13969062	0.5448575	0.22431682	0.12801535	0.086338885	0.12917271	0.22254026	0.6531936	0.83900404	0.5509165	0.49086756	0.4140715	0.015775621	0.95640564	0.7372718	0.99859625	0.6284558	0.9906867
13021	"0500000US13021"	"Bibb County, Georgia"	0.080876544	0.10866666	0.39196676	0.29553902	0.36790124	0.24899004	0.5406704	0.15532793	0.1011779	0.15185963	0.41219157	0.2722455	0.28805655	0.8972362	0.5397149	0.34246576	0.42791235	0.09650552	0.94662046	0.8671371	0.99984175	0.6006101	1.1218456
13023	"0500000US13023"	"Bleckley County, Georgia"	0.13312852	0.02173333	0.18144044	0.20260224	0.28395063	0.16457103	0.59905666	0.1345278	0.24890307	0.17493333	0.15965167	0.2634145	0.41839403	0.99290127	0.50509167	0.3515982	0.44521338	0.14978504	0.96463937	0.88120145	0.9977902	0.6340683	1.0620538
13025	"0500000US13025"	"Brantley County, Georgia"	0.077613965	0.02173333	0.13850416	0.2267658	0.20493828	0.1339111	0.55016345	0.24141818	0.11105078	0.086600915	0.14949201	0.22774507	0.86245036	0.9554093	0.59775966	0.48401827	0.47635525	0.44590032	0.9792693	0.7118006	0.9986748	0.72351533	1.0851715
13027	"0500000US13027"	"Brooks County, Georgia"	0.20089594	0.03803333	0.1800554	0.20260224	0.33580247	0.19147786	0.55561894	0.19895765	0.19967923	0.027708935	0.17271408	0.23093577	0.3308288	0.81881535	0.5020367	0.47488582	0.5028835	0.035348415	0.9501547	0.71556073	0.9981749	0.59207654	1.0144901
13029	"0500000US13029"	"Bryan County, Georgia"	0.054859933	0.06519999	0.39750692	0.2881041	0.37037036	0.23520826	0.49688926	0.15032071	0.07567248	0.2575038	0.3425254	0.26458234	0.5589603	0.84001976	0.6201629	0.5091324	0.5940023	0.018992603	0.9305949	0.9389745	0.9993547	0.66779935	1.1675899
