FIPST,STABR,LEAID,LEA_NAME,MSTREET_1,MSTREET_2,MSTREET_3,MCITY,MSTATE,MZIP,MZIP4,LSTREET_1,LSTREET_2,LSTREET_3,LCITY,LSTATE,LZIP,LZIP4,PHONE,LEA_TYPE_TEXT,All Students - American Indian/Alaska Native,All Students - Asian,All Students - Black,All Students - Hispanic,All Students - Two or More Races,All Students - Hawaiian Native / Pacific Islander,All Students - White,All Students,Grant Amount
17,IL,1716860,Glencoe SD 35,620 Greenwood Ave,,,Glencoe,IL,60022,1650,620 Greenwood Ave,,,Glencoe,IL,60022,1650,(847)835-7800,Regular public school district that is not a component of a supervisory union,1,47,3,50,39,,1046,1186,
17,IL,1716920,Glenview CCSD 34,1401 Greenwood Rd,,,Glenview,IL,60026,1511,1401 Greenwood Rd,,,Glenview,IL,60026,1511,(847)998-5005,Regular public school district that is not a component of a supervisory union,6,837,90,636,157,8,3161,4895,
17,IL,1716950,Brookwood SD 167,201 Glenwood Dyer Rd,,,Glenwood,IL,60425,1845,201 Glenwood Dyer Rd,,,Glenwood,IL,60425,1845,(708)758-5190,Regular public school district that is not a component of a supervisory union,5,,888,195,30,1,64,1183,
17,IL,1717040,Woodridge SD 68,7925 Janes Ave,,,Woodridge,IL,60517,3821,7925 Janes Ave,,,Woodridge,IL,60517,3821,(630)985-7925,Regular public school district that is not a component of a supervisory union,4,218,413,902,134,4,1301,2976,
17,IL,1717160,Gower SD 62,7700 Clarendon Hills,,,Willowbrook,IL,60527,2426,7700 Clarendon Hills,,,Willowbrook,IL,60527,2426,(630)986-5383,Regular public school district that is not a component of a supervisory union,3,148,37,64,83,,539,874,
17,IL,1717190,Grand Prairie CCSD 6,21462 N Richview Ln,,,Centralia,IL,62801,8520,21462 N Richview Ln,,,Centralia,IL,62801,8520,(618)249-6289,Regular public school district that is not a component of a supervisory union,,,3,5,6,,66,80,
17,IL,1717220,Grand Ridge CCSD 95,400 W Main St,,,Grand Ridge,IL,61325,9687,400 W Main St,,,Grand Ridge,IL,61325,9687,(815)249-6225,Regular public school district that is not a component of a supervisory union,,1,,5,,,217,223,
17,IL,1717280,Granite City CUSD 9,1947 Adams St,,,Granite City,IL,62040,3311,1947 Adams St,,,Granite City,IL,62040,3311,(618)451-5800,Regular public school district that is not a component of a supervisory union,47,42,896,590,305,10,4392,6282,
17,IL,1717310,Grant CCSD 110,10110 Old Lincoln,,,Fairview Heights,IL,62208,2422,10110 Old Lincoln,,,Fairview Heights,IL,62208,2422,(618)398-5577,Regular public school district that is not a component of a supervisory union,2,3,230,21,51,2,261,570,
17,IL,1717340,Grant CHSD 124,285 E Grand Ave,,,Fox Lake,IL,60020,1634,285 E Grand Ave,,,Fox Lake,IL,60020,1634,(847)587-2561,Regular public school district that is not a component of a supervisory union,3,76,86,465,81,4,1178,1893,
17,IL,1717370,Grant Park CUSD 6,PO Box 549,,,Grant Park,IL,60940,549,PO Box 549,,,Grant Park,IL,60940,549,(815)465-6013,Regular public school district that is not a component of a supervisory union,,,,24,50,,444,518,
17,IL,1717490,Grass Lake SD 36,26177 W Grass Lake,,,Antioch,IL,60002,9613,26177 W Grass Lake,,,Antioch,IL,60002,9613,(847)395-1550,Regular public school district that is not a component of a supervisory union,,3,1,18,7,,157,186,
17,IL,1717520,Grayslake CCSD 46,565 Frederick Rd,,,Grayslake,IL,60030,3909,565 Frederick Rd,,,Grayslake,IL,60030,3909,(847)223-3650,Regular public school district that is not a component of a supervisory union,17,278,161,1067,166,2,2172,3863,
17,IL,1717550,Grayslake CHSD 127,400 N Lake St,,,Grayslake,IL,60030,1430,400 N Lake St,,,Grayslake,IL,60030,1430,(847)986-3400,Regular public school district that is not a component of a supervisory union,9,211,110,626,101,6,1894,2957,
17,IL,1717580,Grayville CUSD 1,728 W North St,,,Grayville,IL,62844,1338,728 W North St,,,Grayville,IL,62844,1338,(618)375-7114,Regular public school district that is not a component of a supervisory union,,,,,19,,307,326,
17,IL,1717670,Greenfield CUSD 10,311 Mulberry St,,,Greenfield,IL,62044,1325,311 Mulberry St,,,Greenfield,IL,62044,1325,(217)368-2447,Regular public school district that is not a component of a supervisory union,,,,,10,,450,460,
17,IL,1717700,Greenview CUSD 200,147 E Palmer St,,,Greenview,IL,62642,1000,147 E Palmer St,,,Greenview,IL,62642,1000,(217)968-2295,Regular public school district that is not a component of a supervisory union,,,5,5,4,,209,223,
17,IL,1717730,Bond County CUSD 2,1008 N Hena St,,,Greenville,IL,62246,1378,1008 N Hena St,,,Greenville,IL,62246,1378,(618)664-0170,Regular public school district that is not a component of a supervisory union,7,13,51,47,90,2,1653,1863,
17,IL,1717790,Griggsville-Perry CUSD 4,PO Box 439,,,Griggsville,IL,62340,439,PO Box 439,,,Griggsville,IL,62340,439,(217)833-2352,Regular public school district that is not a component of a supervisory union,,,,3,13,,379,395,
17,IL,1717800,Gurnee SD 56,3706 Florida Ave,,,Gurnee,IL,60031,5527,3706 Florida Ave,,,Gurnee,IL,60031,5527,(847)336-0800,Regular public school district that is not a component of a supervisory union,14,140,405,874,128,2,523,2086,
17,IL,1717850,Northbrook ESD 27,1250 Sanders Rd,,,Northbrook,IL,60062,2900,1250 Sanders Rd,,,Northbrook,IL,60062,2900,(847)498-2610,Regular public school district that is not a component of a supervisory union,,199,11,44,32,,1013,1299,
17,IL,1718030,Hall HSD 502,800 W Erie St,,,Spring Valley,IL,61362,1761,800 W Erie St,,,Spring Valley,IL,61362,1761,(815)664-4500,Regular public school district that is not a component of a supervisory union,,7,6,104,20,,284,421,
17,IL,1718060,Hamilton CCSD 328,270 N 10th St,,,Hamilton,IL,62341,1500,270 N 10th St,,,Hamilton,IL,62341,1500,(866)332-3880,Regular public school district that is not a component of a supervisory union,,4,4,6,28,,567,609,
17,IL,1718090,Hampton SD 29,206 5th St,,,Hampton,IL,61256,9662,206 5th St,,,Hampton,IL,61256,9662,(309)755-0693,Regular public school district that is not a component of a supervisory union,1,,15,23,3,,181,223,
17,IL,1718180,Calhoun CUSD 40,PO Box 387,,,Hardin,IL,62047,387,PO Box 387,,,Hardin,IL,62047,387,(618)576-2722,Regular public school district that is not a component of a supervisory union,1,3,,1,6,,453,464,
17,IL,1718200,Hardin County CUSD 1,PO Box 218,,,Elizabethtown,IL,62931,218,PO Box 218,,,Elizabethtown,IL,62931,218,(618)287-2411,Regular public school district that is not a component of a supervisory union,,3,3,3,34,,549,592,
17,IL,1718240,Harlem UD 122,8605 N 2nd St,,,Machesney Park,IL,61115,2003,8605 N 2nd St,,,Machesney Park,IL,61115,2003,(815)654-4500,Regular public school district that is not a component of a supervisory union,34,113,325,795,428,3,4940,6638,
17,IL,1718270,Harrisburg CUSD 3,40 S Main St,,,Harrisburg,IL,62946,1638,40 S Main St,,,Harrisburg,IL,62946,1638,(618)253-7637,Regular public school district that is not a component of a supervisory union,1,36,83,41,165,,1678,2004,
17,IL,1718360,Harrison SD 36,6809 McCullom Lk Rd,,,Wonder Lake,IL,60097,9546,6809 McCullom Lk Rd,,,Wonder Lake,IL,60097,9546,(815)653-2311,Regular public school district that is not a component of a supervisory union,1,,2,57,5,,322,387,
17,IL,1718390,Hartsburg Emden CUSD 21,400 W Front St,,,Hartsburg,IL,62643,7325,400 W Front St,,,Hartsburg,IL,62643,7325,(217)642-5244,Regular public school district that is not a component of a supervisory union,,,,8,,,175,183,
17,IL,1718420,Harvard CUSD 50,401 N Division St,,,Harvard,IL,60033,3031,401 N Division St,,,Harvard,IL,60033,3031,(815)943-4022,Regular public school district that is not a component of a supervisory union,,7,21,1720,50,,835,2633,
17,IL,1718450,Harvey SD 152,16001 Lincoln Ave,,,Harvey,IL,60426,4916,16001 Lincoln Ave,,,Harvey,IL,60426,4916,(708)333-0300,Regular public school district that is not a component of a supervisory union,2,37,1443,609,38,,7,2136,
17,IL,1718480,W Harvey-Dixmoor PSD 147,191 W 155th Pl,,,Harvey,IL,60426,3413,191 W 155th Pl,,,Harvey,IL,60426,3413,(708)339-9500,Regular public school district that is not a component of a supervisory union,,,730,413,2,,21,1166,
17,IL,1718510,Havana CUSD 126,501 S McKinley St,,,Havana,IL,62644,1867,501 S McKinley St,,,Havana,IL,62644,1867,(309)543-3384,Regular public school district that is not a component of a supervisory union,1,3,6,,16,,964,990,
17,IL,1718570,Hawthorn CCSD 73,841 W End Ct,,,Vernon Hills,IL,60061,1376,841 W End Ct,,,Vernon Hills,IL,60061,1376,(847)990-4244,Regular public school district that is not a component of a supervisory union,8,905,79,1118,167,4,1928,4209,
17,IL,1718600,Hazel Crest SD 152-5,1910 W 170th St,,,Hazel Crest,IL,60429,1363,1910 W 170th St,,,Hazel Crest,IL,60429,1363,(708)335-0790,Regular public school district that is not a component of a supervisory union,,,879,123,,1,8,1011,
17,IL,1718810,Herrin CUSD 4,500 N 10th St,,,Herrin,IL,62948,3335,500 N 10th St,,,Herrin,IL,62948,3335,(618)988-8024,Regular public school district that is not a component of a supervisory union,6,17,109,46,141,,2201,2520,
17,IL,1718840,Herscher CUSD 2,PO Box 504,,,Herscher,IL,60941,504,PO Box 504,,,Herscher,IL,60941,504,(815)426-2162,Regular public school district that is not a component of a supervisory union,2,7,14,35,54,3,1630,1745,
17,IL,1718870,Heyworth CUSD 4,522 E Main St,,,Heyworth,IL,61745,9694,522 E Main St,,,Heyworth,IL,61745,9694,(309)473-2322,Regular public school district that is not a component of a supervisory union,,3,9,33,26,,885,956,
17,IL,1718960,High Mount SD 116,1721 Boul Ave,,,Swansea,IL,62226,4254,1721 Boul Ave,,,Swansea,IL,62226,4254,(618)233-1054,Regular public school district that is not a component of a supervisory union,3,,143,38,43,4,196,427,
17,IL,1718990,Highland CUSD 5,400 Broadway,,,Highland,IL,62249,2024,400 Broadway,,,Highland,IL,62249,2024,(618)654-2108,Regular public school district that is not a component of a supervisory union,16,31,29,15,24,9,2761,2885,
17,IL,1719080,Twp HSD 113,1040 Park Ave W,,,Highland Park,IL,60035,2257,1040 Park Ave W,,,Highland Park,IL,60035,2257,(224)765-1001,Regular public school district that is not a component of a supervisory union,4,102,60,541,101,1,2928,3737,
17,IL,1719110,LaGrange Highlands SD 106,1750 W Plainfield Rd,,,La Grange Highlan,IL,60525,3727,1750 W Plainfield Rd,,,La Grange Highlan,IL,60525,3727,(708)246-3085,Regular public school district that is not a component of a supervisory union,,29,5,103,17,,717,871,
17,IL,1719200,Hillsboro CUSD 3,1311 Vandalia Rd,,,Hillsboro,IL,62049,2034,1311 Vandalia Rd,,,Hillsboro,IL,62049,2034,(217)532-2942,Regular public school district that is not a component of a supervisory union,3,5,23,42,16,2,1664,1755,
17,IL,1719230,Hillside SD 93,4804 Harrison St,,,Hillside,IL,60162,1601,4804 Harrison St,,,Hillside,IL,60162,1601,(708)449-7280,Regular public school district that is not a component of a supervisory union,2,9,227,243,11,,18,510,
17,IL,1719260,Hinckley Big Rock CUSD 429,700 E Lincoln Ave,,,Hinckley,IL,60520,9502,700 E Lincoln Ave,,,Hinckley,IL,60520,9502,(815)286-7578,Regular public school district that is not a component of a supervisory union,,8,1,51,11,2,618,691,
17,IL,1719290,Hinsdale CCSD 181,115 55th St,,,Clarendon Hills,IL,60514,1593,115 55th St,,,Clarendon Hills,IL,60514,1593,(630)861-4900,Regular public school district that is not a component of a supervisory union,2,506,36,248,212,5,2836,3845,
17,IL,1719320,Hinsdale Twp HSD 86,5500 S Grant St,,,Hinsdale,IL,60521,4578,5500 S Grant St,,,Hinsdale,IL,60521,4578,(630)655-6110,Regular public school district that is not a component of a supervisory union,4,617,367,327,130,7,2835,4287,
17,IL,1719420,Hollis Cons SD 328,5613 W Tuscarora Rd,,,Peoria,IL,61607,9564,5613 W Tuscarora Rd,,,Peoria,IL,61607,9564,(309)697-1325,Regular public school district that is not a component of a supervisory union,2,,1,9,6,,146,164,
17,IL,1719500,Homer CCSD 33C,15733 S Bell Rd,,,Homer Glen,IL,60491,8404,15733 S Bell Rd,,,Homer Glen,IL,60491,8404,(708)226-7600,Regular public school district that is not a component of a supervisory union,12,58,37,329,70,5,3223,3734,
17,IL,1719530,Homewood SD 153,18205 Aberdeen St,,,Homewood,IL,60430,2417,18205 Aberdeen St,,,Homewood,IL,60430,2417,(708)799-5661,Regular public school district that is not a component of a supervisory union,,7,955,254,134,,619,1969,
17,IL,1719560,Homewood Flossmoor CHSD 233,999 Kedzie Ave,,,Flossmoor,IL,60422,2248,999 Kedzie Ave,,,Flossmoor,IL,60422,2248,(708)799-3000,Regular public school district that is not a component of a supervisory union,3,23,1921,204,122,2,520,2795,
17,IL,1719620,Hononegah CHD 207,307 Salem St,,,Rockton,IL,61072,2630,307 Salem St,,,Rockton,IL,61072,2630,(815)624-5010,Regular public school district that is not a component of a supervisory union,5,49,37,140,64,4,1812,2111,
17,IL,1719660,Hoopeston Area CUSD 11,615 E Orange St,,,Hoopeston,IL,60942,1855,615 E Orange St,,,Hoopeston,IL,60942,1855,(217)283-6668,Regular public school district that is not a component of a supervisory union,2,5,5,222,54,2,1009,1299,
17,IL,1719680,Hoover-Schrum Memorial SD 157,1255 Superior Ave,,,Calumet City,IL,60409,5703,1255 Superior Ave,,,Calumet City,IL,60409,5703,(708)868-7500,Regular public school district that is not a component of a supervisory union,3,3,677,203,14,,13,913,
17,IL,1719830,Huntley Comm Sch Dist 158,650 Academic Dr,,,Algonquin,IL,60102,4423,650 Academic Dr,,,Algonquin,IL,60102,4423,(847)659-6158,Regular public school district that is not a component of a supervisory union,31,559,192,1093,533,5,7193,9606,
17,IL,1719920,Hutsonville CUSD 1,500 W Clover St,,,Hutsonville,IL,62433,1017,500 W Clover St,,,Hutsonville,IL,62433,1017,(618)563-4912,Regular public school district that is not a component of a supervisory union,,,3,2,6,,313,324,
17,IL,1719960,Illini Bluffs CUSD 327,9611 Hanna City-Glas,,,Glasford,IL,61533,9506,9611 Hanna City-Glas,,,Glasford,IL,61533,9506,(309)389-2231,Regular public school district that is not a component of a supervisory union,4,1,6,29,24,2,878,944,
17,IL,1719970,Il Valley Central USD 321,1300 W Sycamore St,,,Chillicothe,IL,61523,1373,1300 W Sycamore St,,,Chillicothe,IL,61523,1373,(309)274-5418,Regular public school district that is not a component of a supervisory union,3,23,18,43,64,3,2019,2173,
17,IL,1720170,Iroquois County CUSD 9,1411 W Lafayette St,,,Watseka,IL,60970,7655,1411 W Lafayette St,,,Watseka,IL,60970,7655,(815)432-4931,Regular public school district that is not a component of a supervisory union,2,12,17,118,23,,885,1057,
17,IL,1720180,Iroquois West CUSD 10,PO Box 67,,,Gilman,IL,60938,67,PO Box 67,,,Gilman,IL,60938,67,(815)265-4642,Regular public school district that is not a component of a supervisory union,,3,18,306,77,,603,1007,
17,IL,1720190,Irvington CCSD 11,PO Box 130,,,Irvington,IL,62848,130,PO Box 130,,,Irvington,IL,62848,130,(618)249-6761,Regular public school district that is not a component of a supervisory union,,1,,5,2,,58,66,
17,IL,1720220,Itasca SD 10,200 N Maple St,,,Itasca,IL,60143,1722,200 N Maple St,,,Itasca,IL,60143,1722,(630)773-1232,Regular public school district that is not a component of a supervisory union,2,85,5,151,22,,707,972,
17,IL,1720250,Iuka CCSD 7,405 S Main St,,,Iuka,IL,62849,1011,405 S Main St,,,Iuka,IL,62849,1011,(618)323-6233,Regular public school district that is not a component of a supervisory union,1,2,2,3,1,,206,215,
17,IL,1720280,Jacksonville SD 117,516 Jordan St,,,Jacksonville,IL,62650,1997,516 Jordan St,,,Jacksonville,IL,62650,1997,(217)243-9411,Regular public school district that is not a component of a supervisory union,6,36,340,123,310,4,2721,3540,
17,IL,1720370,Jasper CCSD 17,2030 CO RD 1020 N,,,Fairfield,IL,62837,2869,2030 CO RD 1020 N,,,Fairfield,IL,62837,2869,(618)842-3048,Regular public school district that is not a component of a supervisory union,,,1,3,3,,161,168,
17,IL,1720380,Jasper County CUD 1,609 S Lafayette St,,,Newton,IL,62448,1317,609 S Lafayette St,,,Newton,IL,62448,1317,(618)783-8459,Regular public school district that is not a component of a supervisory union,,6,4,19,11,,1359,1399,
17,IL,1720430,Jersey CUSD 100,100 Lincoln Ave,,,Jerseyville,IL,62052,1473,100 Lincoln Ave,,,Jerseyville,IL,62052,1473,(618)498-5561,Regular public school district that is not a component of a supervisory union,7,16,11,34,30,1,2497,2596,
17,IL,1720490,Johnsburg CUSD 12,2222 Church St,,,Johnsburg,IL,60051,5910,2222 Church St,,,Johnsburg,IL,60051,5910,(815)385-6916,Regular public school district that is not a component of a supervisory union,3,20,20,126,40,,1705,1914,
17,IL,1720550,Johnston City CUSD 1,PO Box 147,,,Johnston City,IL,62951,147,PO Box 147,,,Johnston City,IL,62951,147,(618)983-8021,Regular public school district that is not a component of a supervisory union,10,1,7,31,44,,1053,1146,
17,IL,1720580,Joliet PSD 86,420 N Raynor Ave,,,Joliet,IL,60435,6065,420 N Raynor Ave,,,Joliet,IL,60435,6065,(815)740-3196,Regular public school district that is not a component of a supervisory union,15,54,2619,6440,1112,,1301,11541,
17,IL,1720610,Joliet Twp HSD 204,300 Caterpillar Dr,,,Joliet,IL,60436,1047,300 Caterpillar Dr,,,Joliet,IL,60436,1047,(815)727-6970,Regular public school district that is not a component of a supervisory union,21,62,1424,3157,183,6,1731,6584,
17,IL,1720640,County of Union Sch Dist No43,309 Cook Ave,,,Jonesboro,IL,62952,1118,309 Cook Ave,,,Jonesboro,IL,62952,1118,(618)833-6651,Regular public school district that is not a component of a supervisory union,1,1,2,13,11,,394,422,
17,IL,1720760,Kankakee SD 111,240 Warren Ave,,,Kankakee,IL,60901,4319,240 Warren Ave,,,Kankakee,IL,60901,4319,(815)802-7700,Regular public school district that is not a component of a supervisory union,5,23,2551,1516,74,2,1063,5234,
17,IL,1720790,Kansas CUSD 3,310 S Front,,,Kansas,IL,61933,6205,310 S Front,,,Kansas,IL,61933,6205,(217)948-5174,Regular public school district that is not a component of a supervisory union,,,5,1,,,209,215,
17,IL,1720880,Keeneyville SD 20,5540 Arlington Dr E,,,Hanover Park,IL,60133,5569,5540 Arlington Dr E,,,Hanover Park,IL,60133,5569,(630)894-4606,Regular public school district that is not a component of a supervisory union,20,120,233,482,55,1,602,1513,
17,IL,1720910,Kell Cons SD 2,207 N Johnson St,,,Kell,IL,62853,1637,207 N Johnson St,,,Kell,IL,62853,1637,(618)822-6234,Regular public school district that is not a component of a supervisory union,,,,,,,112,112,
17,IL,1720970,Kenilworth SD 38,542 Abbotsford Rd,,,Kenilworth,IL,60043,1161,542 Abbotsford Rd,,,Kenilworth,IL,60043,1161,(847)853-3803,Regular public school district that is not a component of a supervisory union,,21,4,8,13,4,427,477,
17,IL,1721000,Kewanee CUSD 229,1001 N Main St,,,Kewanee,IL,61443,1361,1001 N Main St,,,Kewanee,IL,61443,1361,(309)853-3341,Regular public school district that is not a component of a supervisory union,3,4,201,359,58,,1393,2018,
17,IL,1721030,Kildeer Countryside CCSD 96,1050 Ivy Hall Ln,,,Buffalo Grove,IL,60089,1333,1050 Ivy Hall Ln,,,Buffalo Grove,IL,60089,1333,(847)459-4260,Regular public school district that is not a component of a supervisory union,5,1012,46,277,169,1,1757,3267,
17,IL,1721130,Kings Cons SD 144,100 1st St,,,Kings,IL,61068,4500,100 1st St,,,Kings,IL,61068,4500,(815)562-7191,Regular public school district that is not a component of a supervisory union,,,,1,3,,71,75,
17,IL,1721180,Kinnikinnick CCSD 131,5410 Pine Ln,,,Roscoe,IL,61073,7313,5410 Pine Ln,,,Roscoe,IL,61073,7313,(815)623-2837,Regular public school district that is not a component of a supervisory union,7,39,38,125,80,,1461,1750,
17,IL,1721270,Kirby SD 140,16931 Grissom Dr,,,Tinley Park,IL,60477,2318,16931 Grissom Dr,,,Tinley Park,IL,60477,2318,(708)342-5540,Regular public school district that is not a component of a supervisory union,4,178,107,309,149,6,2895,3648,
17,IL,1721300,Hiawatha CUSD 426,PO Box 428,,,Kirkland,IL,60146,428,PO Box 428,,,Kirkland,IL,60146,428,(815)522-6676,Regular public school district that is not a component of a supervisory union,,1,6,75,20,,452,554,
17,IL,1721390,Knoxville CUSD 202,809 E Main St,,,Knoxville,IL,61448,1536,809 E Main St,,,Knoxville,IL,61448,1536,(309)289-2328,Regular public school district that is not a component of a supervisory union,1,5,6,47,44,,966,1069,
17,IL,1721420,Komarek SD 94,8940 W 24th St,,,North Riverside,IL,60546,1158,8940 W 24th St,,,North Riverside,IL,60546,1158,(708)447-8030,Regular public school district that is not a component of a supervisory union,,23,72,242,1,,217,555,
17,IL,1721450,Darien SD 61,7414 S Cass Ave,,,Darien,IL,60561,3608,7414 S Cass Ave,,,Darien,IL,60561,3608,(630)968-7505,Regular public school district that is not a component of a supervisory union,2,125,182,277,40,3,890,1519,
17,IL,1721510,Ladd CCSD 94,232 E Cleveland St,,,Ladd,IL,61329,9741,232 E Cleveland St,,,Ladd,IL,61329,9741,(815)894-2363,Regular public school district that is not a component of a supervisory union,1,2,,24,7,1,173,208,
17,IL,1721590,Lagrange Area Dept Spec Ed-Ladse,1301 W Cossitt Ave,,,La Grange,IL,60525,2145,1301 W Cossitt Ave,,,La Grange,IL,60525,2145,(708)354-5730,Service agency,,,,,,,,,
17,IL,1721600,La Grange SD 102,333 N Park Rd,,,La Grange Park,IL,60526,1802,333 N Park Rd,,,La Grange Park,IL,60526,1802,(708)482-2400,Regular public school district that is not a component of a supervisory union,2,67,183,507,71,2,2342,3174,
17,IL,1721630,La Grange SD 105 South,701 7th Ave,,,La Grange,IL,60525,6705,701 7th Ave,,,La Grange,IL,60525,6705,(708)482-2700,Regular public school district that is not a component of a supervisory union,2,18,43,575,65,,724,1427,
17,IL,1721680,La Moille CUSD 303,801 S Main St,,,La Moille,IL,61330,9499,801 S Main St,,,La Moille,IL,61330,9499,(815)638-2018,Regular public school district that is not a component of a supervisory union,,,2,16,6,,223,247,
17,IL,1721720,Lake Bluff ESD 65,121 E Sheridan Pl,,,Lake Bluff,IL,60044,,121 E Sheridan Pl,,,Lake Bluff,IL,60044,,(847)234-9400,Regular public school district that is not a component of a supervisory union,5,50,19,123,47,,666,910,
17,IL,1721750,Lake Forest SD 67,300 S Waukegan Rd,,,Lake Forest,IL,60045,2643,300 S Waukegan Rd,,,Lake Forest,IL,60045,2643,(847)604-7401,Regular public school district that is not a component of a supervisory union,3,100,12,56,67,,1519,1757,
17,IL,1721780,Lake Forest CHSD 115,300 S Waukegan Rd,,,Lake Forest,IL,60045,2643,300 S Waukegan Rd,,,Lake Forest,IL,60045,2643,(847)604-7401,Regular public school district that is not a component of a supervisory union,2,57,19,74,37,,1499,1688,
17,IL,1721840,Lake Park CHSD 108,590 S Medinah Rd,,,Roselle,IL,60172,1978,590 S Medinah Rd,,,Roselle,IL,60172,1978,(630)529-4500,Regular public school district that is not a component of a supervisory union,11,251,160,483,57,5,1678,2645,
17,IL,1721870,Lake Villa CCSD 41,131 McKinley Ave,,,Lake Villa,IL,60046,8986,131 McKinley Ave,,,Lake Villa,IL,60046,8986,(847)356-2670,Regular public school district that is not a component of a supervisory union,3,113,86,585,109,7,1748,2651,
17,IL,1721900,Lake Zurich CUSD 95,400 S Old Rand Rd,,,Lake Zurich,IL,60047,2459,400 S Old Rand Rd,,,Lake Zurich,IL,60047,2459,(847)438-2831,Regular public school district that is not a component of a supervisory union,47,487,61,445,104,4,4569,5717,
17,IL,1722020,Lansing SD 158,18300 Greenbay Ave,,,Lansing,IL,60438,3009,18300 Greenbay Ave,,,Lansing,IL,60438,3009,(708)474-6700,Regular public school district that is not a component of a supervisory union,5,27,1312,736,97,6,412,2595,
17,IL,1722050,Laraway CCSD 70C,1705 Richards St,,,Joliet,IL,60433,3127,1705 Richards St,,,Joliet,IL,60433,3127,(815)727-5115,Regular public school district that is not a component of a supervisory union,,1,233,161,19,,39,453,
17,IL,1722080,La Salle ESD 122,1165 St Vincent,,,La Salle,IL,61301,1628,1165 St Vincent,,,La Salle,IL,61301,1628,(815)223-0786,Regular public school district that is not a component of a supervisory union,1,2,59,322,57,,508,949,
17,IL,1722110,La Salle-Peru Twp HSD 120,541 Chartres St,,,La Salle,IL,61301,2012,541 Chartres St,,,La Salle,IL,61301,2012,(815)223-2373,Regular public school district that is not a component of a supervisory union,3,23,33,172,25,1,968,1225,
17,IL,1722130,Red Hill CUSD 10,1250 Judy Ave,,,Bridgeport,IL,62417,1321,1250 Judy Ave,,,Bridgeport,IL,62417,1321,(618)945-2061,Regular public school district that is not a component of a supervisory union,,3,2,9,29,,966,1009,
17,IL,1722150,Lawrence County CUD 20,1802 Cedar St,,,Lawrenceville,IL,62439,2157,1802 Cedar St,,,Lawrenceville,IL,62439,2157,(618)943-2326,Regular public school district that is not a component of a supervisory union,1,6,15,29,12,,1154,1217,
17,IL,1722300,Lebanon CUSD 9,200 W Schuetz St,,,Lebanon,IL,62254,1570,200 W Schuetz St,,,Lebanon,IL,62254,1570,(618)537-4611,Regular public school district that is not a component of a supervisory union,2,3,154,9,42,1,407,618,
17,IL,1722350,Paw Paw CUSD 271,PO Box 508,,,Paw Paw,IL,61353,508,PO Box 508,,,Paw Paw,IL,61353,508,(815)627-2841,Regular public school district that is not a component of a supervisory union,1,,6,19,3,,178,207,
17,IL,1722360,Lee County Spec Educ Assoc,1335 Franklin Grv,,,Dixon,IL,61021,9257,1335 Franklin Grv,,,Dixon,IL,61021,9257,(815)284-6651,Service agency,,,,,,,,,
17,IL,1722500,Lemont Twp HSD 210,800 Porter St,,,Lemont,IL,60439,3777,800 Porter St,,,Lemont,IL,60439,3777,(630)243-3260,Regular public school district that is not a component of a supervisory union,1,65,14,138,24,,1121,1363,
17,IL,1722530,Lena Winslow CUSD 202,401 Fremont St,,,Lena,IL,61048,8610,401 Fremont St,,,Lena,IL,61048,8610,(815)369-3100,Regular public school district that is not a component of a supervisory union,,1,19,29,4,1,759,813,
17,IL,1722620,LeRoy CUSD 2,600 E Pine St,,,Le Roy,IL,61752,1860,600 E Pine St,,,Le Roy,IL,61752,1860,(309)962-4211,Regular public school district that is not a component of a supervisory union,1,2,4,11,13,,747,778,
17,IL,1722710,Lexington CUSD 7,100 E Wall St,,,Lexington,IL,61753,1462,100 E Wall St,,,Lexington,IL,61753,1462,(309)365-4141,Regular public school district that is not a component of a supervisory union,1,2,5,2,12,,462,484,
17,IL,1722730,Leyden Area Spec Educ Coop,10401 Grand Ave,,,Franklin Park,IL,60131,2208,10401 Grand Ave,,,Franklin Park,IL,60131,2208,(847)455-3143,Service agency,,,,,,,,,
17,IL,1722740,Leyden CHSD 212,3400 Rose St,,,Franklin Park,IL,60131,2155,3400 Rose St,,,Franklin Park,IL,60131,2155,(847)451-3020,Regular public school district that is not a component of a supervisory union,30,100,59,2182,33,7,962,3373,
17,IL,1722770,Liberty CUSD 2,505 N Park St,,,Liberty,IL,62347,1107,505 N Park St,,,Liberty,IL,62347,1107,(217)645-3433,Regular public school district that is not a component of a supervisory union,,,3,1,14,,582,600,
17,IL,1722800,Libertyville SD 70,1381 Lake St,,,Libertyville,IL,60048,1729,1381 Lake St,,,Libertyville,IL,60048,1729,(847)362-9695,Regular public school district that is not a component of a supervisory union,5,141,18,142,138,2,1929,2375,
17,IL,1722830,CHSD 128,50 Lakeview Pkwy 101,,,Vernon Hills,IL,60061,1578,50 Lakeview Pkwy 101,,,Vernon Hills,IL,60061,1578,(847)247-4510,Regular public school district that is not a component of a supervisory union,8,424,59,342,60,5,2449,3347,
17,IL,1722860,Lick Creek CCSD 16,7355 Lick Creek Rd,,,Buncombe,IL,62912,3016,7355 Lick Creek Rd,,,Buncombe,IL,62912,3016,(618)833-2545,Regular public school district that is not a component of a supervisory union,,,2,,6,,139,147,
